2025-02-18 00:00:05,14.9,1019.4,44.8
2025-02-18 00:01:05,14.9,1019.4,44.7
2025-02-18 00:02:05,14.9,1019.4,44.7
2025-02-18 00:03:05,14.9,1019.4,44.8
2025-02-18 00:04:05,14.9,1019.4,44.8
2025-02-18 00:05:05,14.9,1019.4,44.8
2025-02-18 00:06:05,14.9,1019.4,44.8
2025-02-18 00:07:05,14.9,1019.4,44.7
2025-02-18 00:08:05,14.9,1019.5,44.8
2025-02-18 00:09:05,14.9,1019.5,44.8
2025-02-18 00:10:05,14.9,1019.5,44.8
2025-02-18 00:11:05,14.9,1019.5,44.8
2025-02-18 00:12:05,14.9,1019.5,44.7
2025-02-18 00:13:05,14.9,1019.5,44.7
2025-02-18 00:14:05,14.9,1019.4,44.7
2025-02-18 00:15:05,14.9,1019.4,44.7
2025-02-18 00:16:05,14.9,1019.4,44.7
2025-02-18 00:17:05,14.9,1019.4,44.7
2025-02-18 00:18:05,14.9,1019.4,44.6
2025-02-18 00:19:05,14.9,1019.3,44.7
2025-02-18 00:20:05,14.9,1019.3,44.6
2025-02-18 00:21:05,14.9,1019.4,44.6
2025-02-18 00:22:05,14.9,1019.3,44.6
2025-02-18 00:23:05,14.9,1019.3,44.6
2025-02-18 00:24:05,14.9,1019.4,44.7
2025-02-18 00:25:05,14.9,1019.3,44.6
2025-02-18 00:26:05,14.8,1019.3,44.7
2025-02-18 00:27:05,14.8,1019.3,44.7
2025-02-18 00:28:05,14.8,1019.2,44.7
2025-02-18 00:29:05,14.9,1019.2,44.6
2025-02-18 00:30:06,14.9,1019.3,44.6
2025-02-18 00:31:06,14.8,1019.2,44.6
2025-02-18 00:32:06,14.8,1019.2,44.7
2025-02-18 00:33:06,14.8,1019.2,44.6
2025-02-18 00:34:06,14.8,1019.2,44.6
2025-02-18 00:35:06,14.9,1019.2,44.6
2025-02-18 00:36:06,14.9,1019.2,44.6
2025-02-18 00:37:06,14.9,1019.2,44.5
2025-02-18 00:38:06,14.9,1019.3,44.6
2025-02-18 00:39:06,14.8,1019.2,44.6
2025-02-18 00:40:06,14.8,1019.2,44.6
2025-02-18 00:41:06,14.8,1019.2,44.6
2025-02-18 00:42:06,14.8,1019.3,44.7
2025-02-18 00:43:06,14.8,1019.2,44.7
2025-02-18 00:44:06,14.8,1019.2,44.7
2025-02-18 00:45:06,14.8,1019.3,44.6
2025-02-18 00:46:06,14.8,1019.2,44.6
2025-02-18 00:47:06,14.8,1019.2,44.6
2025-02-18 00:48:06,14.8,1019.2,44.6
2025-02-18 00:49:06,14.9,1019.1,44.5
2025-02-18 00:50:06,14.8,1019.1,44.6
2025-02-18 00:51:06,14.8,1019.1,44.6
2025-02-18 00:52:06,14.8,1019.0,44.5
2025-02-18 00:53:06,14.8,1019.1,44.5
2025-02-18 00:54:06,14.8,1019.1,44.6
2025-02-18 00:55:06,14.8,1019.1,44.6
2025-02-18 00:56:06,14.8,1019.1,44.6
2025-02-18 00:57:06,14.8,1019.1,44.6
2025-02-18 00:58:06,14.8,1019.1,44.6
2025-02-18 00:59:06,14.8,1019.2,44.6
2025-02-18 01:00:06,14.8,1019.1,44.6
2025-02-18 01:01:06,14.8,1019.2,44.7
2025-02-18 01:02:06,14.8,1019.1,44.6
2025-02-18 01:03:06,14.8,1019.1,44.6
2025-02-18 01:04:06,14.8,1019.1,44.6
2025-02-18 01:05:06,14.8,1019.1,44.6
2025-02-18 01:06:06,14.8,1019.0,44.7
2025-02-18 01:07:06,14.8,1019.1,44.7
2025-02-18 01:08:06,14.7,1019.0,44.7
2025-02-18 01:09:06,14.8,1019.1,44.7
2025-02-18 01:10:06,14.8,1019.0,44.6
2025-02-18 01:11:06,14.7,1019.0,44.7
2025-02-18 01:12:06,14.7,1019.1,44.7
2025-02-18 01:13:06,14.7,1019.0,44.7
2025-02-18 01:14:06,14.7,1019.1,44.7
2025-02-18 01:15:06,14.7,1019.1,44.7
2025-02-18 01:16:06,14.7,1019.1,44.7
2025-02-18 01:17:06,14.7,1019.1,44.7
2025-02-18 01:18:06,14.7,1019.1,44.7
2025-02-18 01:19:06,14.7,1019.0,44.7
2025-02-18 01:20:06,14.7,1019.0,44.6
2025-02-18 01:21:06,14.7,1019.0,44.7
2025-02-18 01:22:06,14.7,1019.0,44.7
2025-02-18 01:23:07,14.7,1018.9,44.7
2025-02-18 01:24:07,14.7,1019.0,44.7
2025-02-18 01:25:07,14.7,1019.0,44.7
2025-02-18 01:26:07,14.7,1019.0,44.7
2025-02-18 01:27:07,14.7,1019.0,44.7
2025-02-18 01:28:07,14.7,1019.0,44.6
2025-02-18 01:29:07,14.7,1019.0,44.7
2025-02-18 01:30:07,14.7,1019.0,44.7
2025-02-18 01:31:07,14.7,1019.0,44.7
2025-02-18 01:32:07,14.7,1019.0,44.7
2025-02-18 01:33:07,14.7,1019.0,44.7
2025-02-18 01:34:07,14.7,1019.0,44.7
2025-02-18 01:35:07,14.7,1019.0,44.7
2025-02-18 01:36:07,14.7,1019.0,44.7
2025-02-18 01:37:07,14.7,1019.0,44.7
2025-02-18 01:38:07,14.7,1019.0,44.7
2025-02-18 01:39:07,14.7,1019.0,44.6
2025-02-18 01:40:07,14.7,1019.0,44.7
2025-02-18 01:41:07,14.7,1019.0,44.7
2025-02-18 01:42:07,14.7,1019.0,44.7
2025-02-18 01:43:07,14.7,1019.0,44.7
2025-02-18 01:44:07,14.7,1019.0,44.7
2025-02-18 01:45:07,14.7,1019.0,44.7
2025-02-18 01:46:07,14.7,1019.1,44.7
2025-02-18 01:47:07,14.7,1019.0,44.7
2025-02-18 01:48:07,14.7,1019.0,44.7
2025-02-18 01:49:07,14.7,1018.9,44.7
2025-02-18 01:50:07,14.7,1018.9,44.7
2025-02-18 01:51:07,14.7,1018.9,44.7
2025-02-18 01:52:07,14.7,1018.8,44.7
2025-02-18 01:53:07,14.7,1018.8,44.8
2025-02-18 01:54:07,14.7,1018.9,44.7
2025-02-18 01:55:07,14.7,1018.9,44.7
2025-02-18 01:56:07,14.7,1018.9,44.7
2025-02-18 01:57:07,14.7,1018.9,44.7
2025-02-18 01:58:07,14.7,1018.9,44.7
2025-02-18 01:59:07,14.7,1018.8,44.6
2025-02-18 02:00:07,14.7,1018.9,44.7
2025-02-18 02:01:07,14.7,1018.8,44.6
2025-02-18 02:02:07,14.7,1018.9,44.7
2025-02-18 02:03:07,14.6,1018.9,44.7
2025-02-18 02:04:07,14.6,1018.9,44.7
2025-02-18 02:05:07,14.6,1018.9,44.7
2025-02-18 02:06:07,14.7,1018.9,44.7
2025-02-18 02:07:07,14.6,1019.0,44.7
2025-02-18 02:08:07,14.6,1019.0,44.7
2025-02-18 02:09:07,14.7,1018.9,44.7
2025-02-18 02:10:07,14.6,1019.0,44.7
2025-02-18 02:11:07,14.6,1018.9,44.7
2025-02-18 02:12:07,14.6,1018.9,44.7
2025-02-18 02:13:07,14.7,1019.0,44.7
2025-02-18 02:14:07,14.6,1019.0,44.7
2025-02-18 02:15:07,14.6,1018.9,44.7
2025-02-18 02:16:08,14.6,1018.9,44.7
2025-02-18 02:17:08,14.6,1019.0,44.7
2025-02-18 02:18:08,14.6,1018.9,44.7
2025-02-18 02:19:08,14.6,1018.9,44.6
2025-02-18 02:20:08,14.6,1018.8,44.6
2025-02-18 02:21:08,14.7,1018.8,44.6
2025-02-18 02:22:08,14.6,1018.8,44.6
2025-02-18 02:23:08,14.6,1018.8,44.7
2025-02-18 02:24:08,14.6,1018.7,44.7
2025-02-18 02:25:08,14.6,1018.8,44.7
2025-02-18 02:26:08,14.6,1018.8,44.7
2025-02-18 02:27:08,14.6,1018.8,44.7
